,Country,Value
134,"Macao SAR, China",
135,"Macedonia, FYR",33.3
136,Madagascar,20.5
137,Malawi,16.7
138,Malaysia,10.4
139,Maldives,5.9
140,Mali,9.5
141,Malta,14.3
142,Marshall Islands,3
143,Mauritania,25.2
144,Mauritius,18.8
145,Mexico,37.4
146,"Micronesia, Fed. Sts.",0
147,Middle East & North Africa (all income levels),16.0883051350549
148,Middle East & North Africa (developing only),16.7501085383502
149,Middle income,20.4131513647643
150,Moldova,17.8
151,Monaco,20.8
152,Mongolia,14.9
153,Montenegro,17.3
154,Morocco,17
155,Mozambique,
156,Myanmar,5.6
157,Namibia,
158,Nepal,29.5
159,Netherlands,38.7
160,New Caledonia,
161,New Zealand,29.8
162,Nicaragua,42.4
163,Niger,13.3
164,Nigeria,6.7
165,North America,21.699730458221
166,Northern Mariana Islands,
167,Norway,39.6
168,Not classified,
169,OECD members,27.0015235893664
170,Oman,1.2
171,Other small states,17.3383730484799
172,Pacific island small states,4.83931623931624
173,Pakistan,20.7
174,Palau,0
175,Panama,19.3
176,Papua New Guinea,2.7
177,Paraguay,15
178,Peru,22.3
179,Philippines,27.3
180,Poland,24.3
181,Portugal,31.3
182,Puerto Rico,
183,Qatar,0
184,Romania,13.5
185,Russian Federation,13.6
186,Rwanda,63.8
187,Samoa,6.1
188,San Marino,18.3
189,Sao Tome and Principe,18.2
190,Saudi Arabia,19.9
191,Senegal,43.3
192,Serbia,34
193,Seychelles,43.8
194,Sierra Leone,12.1
195,Singapore,25.3
196,Sint Maarten (Dutch part),
197,Slovak Republic,18.7
198,Slovenia,35.6
199,Small states,15.1172053704625
200,Solomon Islands,2
201,Somalia,13.8
202,South Africa,41.5
203,South Asia,19.2310715763343
204,South Sudan,26.5
205,Spain,39.7
206,Sri Lanka,5.8
207,St. Kitts and Nevis,6.7
208,St. Lucia,16.7
209,St. Martin (French part),
210,St. Vincent and the Grenadines,13
211,Sub-Saharan Africa (all income levels),22.1066674733785
212,Sub-Saharan Africa (developing only),21.9980201672405
213,Sudan,24.3
214,Suriname,11.8
215,Swaziland,6.2
216,Sweden,44.7
217,Switzerland,31
218,Syrian Arab Republic,12
219,Tajikistan,16.9
220,Tanzania,36
221,Thailand,6.1
222,Timor-Leste,38.5
223,Togo,17.6
224,Tonga,0
225,Trinidad and Tobago,28.6
226,Tunisia,31.3
227,Turkey,14.4
228,Turkmenistan,26.4
229,Turks and Caicos Islands,
230,Tuvalu,6.7
231,Uganda,35
232,Ukraine,11.7
233,United Arab Emirates,17.5
234,United Kingdom,22.6
235,United States,19.3
236,Upper middle income,23.3058532272325
237,Uruguay,16.2
238,Uzbekistan,22
239,Vanuatu,0
240,"Venezuela, RB",17
241,Vietnam,24.3
242,Virgin Islands (U.S.),
243,West Bank and Gaza,
244,World,22.1929312718416
245,"Yemen, Rep.",0.3
246,Zambia,10.8
247,Zimbabwe,31.5
248,,
249,,
250,,
251,Data from database: World Development Indicators,
252,Last Updated: 04/11/2016,
