Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
American Samoa,ASM,Labor force_ total,SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Population_ total,SP.POP.TOTL,81223,83373,84878,85616,85474,84419,82326,79316,75902,72786
Andorra,ADO,Rural population,SP.RUR.TOTL,7883,8472,9028,9532,9956,10285,10488,10543,10501,10457
Andorra,ADO,Urban population,SP.URB.TOTL,73340,74901,75850,76084,75518,74134,71838,68773,65401,62329
Andorra,ADO,Labor force_ total,SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Population_ total,SP.POP.TOTL,17912942,18541467,19183907,19842251,20520103,21219954,21942296,22685632,23448202,24227524
Angola,AGO,Rural population,SP.RUR.TOTL,11434010,11691878,11947354,12201199,12455908,12711389,12967897,13225950,13485061,13743305
Angola,AGO,Urban population,SP.URB.TOTL,6478932,6849589,7236553,7641052,8064195,8508565,8974399,9459682,9963141,10484219
Angola,AGO,Labor force_ total,SL.TLF.TOTL.IN,6532581,6706791,6880140,7093250,7372077,7668392,7936604,8225478,8533081,..
Angola,AGO,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,76.3000030518,76.6999969482,77,77.1999969482,77.0999984741,77,77,76.9000015259,76.9000015259,..
Angola,AGO,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,64.4000015259,63.2000007629,61.9000015259,61.2999992371,62,62.7000007629,62.9000015259,63.0999984741,63.2999992371,..
Angola,AGO,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,70.1999969482,69.8000030518,69.3000030518,69.0999984741,69.4000015259,69.6999969482,69.8000030518,69.9000015259,70,..
Angola,AGO,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,70.7784118652,..
Angola,AGO,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,49.954,50.433,50.875,51.301,51.72,52.138,52.558,52.976,53.392,..
Angola,AGO,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,47.191,47.649,48.065,48.463,48.852,49.241,49.632,50.024,50.413,..
Angola,AGO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,118.5734872585,157.2691092889,145.225891681,188.4866792583,207.6500298268,227.2389468893,228.5084477942,219.5222068312,..,..
Antigua and Barbuda,ATG,Population_ total,SP.POP.TOTL,82565,83467,84397,85350,86300,87233,88152,89069,89985,90900
Antigua and Barbuda,ATG,Rural population,SP.RUR.TOTL,58440,59590,60763,61959,63155,64344,65526,66682,67810,68911
Antigua and Barbuda,ATG,Urban population,SP.URB.TOTL,24125,23877,23634,23391,23145,22889,22626,22387,22175,21989
Antigua and Barbuda,ATG,Labor force_ total,SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,98.9499969482,..
Antigua and Barbuda,ATG,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,76.906,77.09,77.271,77.449,77.623,77.795,77.963,78.13,78.295,..
Antigua and Barbuda,ATG,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,72.056,72.26,72.456,72.642,72.819,72.99,73.155,73.318,73.481,..
Antigua and Barbuda,ATG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Population_ total,SP.POP.TOTL,313508929,320912518,328668135,336662433,344702311,352640325,360761571,368914383,377096710,385272539
Arab World,ARB,Rural population,SP.RUR.TOTL,142506257,144755795,147105503,149509144,151895055,154224167,156696507,159190237,161692675,164170576
Arab World,ARB,Urban population,SP.URB.TOTL,171002672,176156723,181562632,187153289,192807256,198416158,204065064,209724146,215404035,221101963
Arab World,ARB,Labor force_ total,SL.TLF.TOTL.IN,98704711,101418976,105620348,109287583,112675511,116354056,119800501,123168440,126874995,..
Arab World,ARB,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,74.7291088891,74.1141152181,74.2378718923,74.3324339265,74.3776986563,74.5027654805,74.7406563933,74.9500291857,75.4073176191,..
Arab World,ARB,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,21.4525266647,21.5426853128,22.2629531474,22.3828942723,22.4343287861,22.6767684383,22.8634314319,23.0467565141,23.3357397934,..
Arab World,ARB,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,48.7639049806,48.5732392025,49.0417449832,49.229261798,49.3110701976,49.5673068507,49.8073501351,50.0448682137,50.4333082679,..
Arab World,ARB,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,76.9520441594,..,..,..,..
Arab World,ARB,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,70.4501419619,70.6598476067,70.8646160839,71.0681255549,71.2744800948,71.4757067033,71.6785124088,71.8653263116,72.050267496,..
Arab World,ARB,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,66.8379682323,67.0238909169,67.2183025627,67.4049815573,67.5877561768,67.7680003506,67.9237538852,68.0863692844,68.2480587393,..
Arab World,ARB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1838.5756280433,1938.3634036654,1993.1507334568,2083.573413216,2165.7347654022,2318.6780643643,2358.4824236508,2436.98326415,..,..
Argentina,ARG,Population_ total,SP.POP.TOTL,39145491,39558750,39969903,40381860,40798641,41222875,41655616,42095224,42538304,42980026
Argentina,ARG,Rural population,SP.RUR.TOTL,3881667,3850649,3819124,3787011,3755515,3724075,3693603,3664389,3636174,3608603
Argentina,ARG,Urban population,SP.URB.TOTL,35263824,35708101,36150779,36594849,37043126,37498800,37962013,38430835,38902130,39371423
Argentina,ARG,Labor force_ total,SL.TLF.TOTL.IN,17765542,17995976,18150711,18309802,18464063,18487415,18756183,19018087,19277010,..
Argentina,ARG,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,76.5,76.5999984741,75.9000015259,75.3000030518,74.5999984741,74.9000015259,74.9000015259,75,75,..
Argentina,ARG,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,48.7000007629,48.5999984741,48.7000007629,48.7000007629,48.7999992371,47,47.2000007629,47.2999992371,47.5,..
Argentina,ARG,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,62.0999984741,62.0999984741,61.7999992371,61.5,61.2000007629,60.5,60.5999984741,60.7000007629,60.7999992371,..
Argentina,ARG,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,97.9737625122,..
Argentina,ARG,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,78.609,78.796,78.974,79.143,79.305,79.462,79.614,79.764,79.913,..
Argentina,ARG,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,71.078,71.27,71.463,71.656,71.851,72.046,72.243,72.44,72.639,..
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2392.8937307237,2357.9612601511,2437.0086662457,2752.1268213005,2708.9872920032,2847.3268785838,2901.3614874883,2954.6107178335,..,..
Armenia,ARM,Population_ total,SP.POP.TOTL,3014917,3002161,2988117,2975029,2966108,2963496,2967984,2978339,2992192,3006154
Armenia,ARM,Rural population,SP.RUR.TOTL,1079823,1076275,1072226,1071100,1074057,1079305,1087143,1097190,1107859,1117929
Armenia,ARM,Urban population,SP.URB.TOTL,1935094,1925886,1915891,1903929,1892051,1884191,1880841,1881149,1884333,1888225
Armenia,ARM,Labor force_ total,SL.TLF.TOTL.IN,1422160,1404165,1389767,1377220,1393344,1451010,1499242,1511630,1536362,..
Armenia,ARM,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,69.5999984741,69.3000030518,69.0999984741,69,68.5999984741,72.3000030518,72.4000015259,72,72.5999984741,..
Armenia,ARM,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,52,50.7000007629,49.4000015259,48.2000007629,50,50.9000015259,53.7999992371,53.9000015259,54.2000007629,..
Armenia,ARM,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,60.4000015259,59.5999984741,59,58.5,59.2000007629,61.5999984741,63.0999984741,63,63.4000015259,..
Armenia,ARM,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,99.7444152832,..,..,..
Armenia,ARM,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,76.772,77.022,77.224,77.393,77.535,77.657,77.768,77.872,77.974,..
Armenia,ARM,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,69.971,70.243,70.47,70.659,70.815,70.946,71.06,71.166,71.271,..
Armenia,ARM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1504.5190298771,1615.8360594252,1740.2263699849,1631.580734171,1617.607989999,1676.0609766303,1752.3679372935,1832.2293063348,..,..
Aruba,ABW,Population_ total,SP.POP.TOTL,100031,100830,101218,101342,101416,101597,101936,102393,102921,103441
Aruba,ABW,Rural population,SP.RUR.TOTL,55142,55950,56533,56971,57380,57850,58411,59015,59634,60224
Aruba,ABW,Urban population,SP.URB.TOTL,44889,44880,44685,44371,44036,43747,43525,43378,43287,43217
Aruba,ABW,Labor force_ total,SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,96.8226394653,..,..,..,..
Aruba,ABW,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,76.703,76.845,76.994,77.143,77.288,77.429,77.563,77.695,77.824,..
Aruba,ABW,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,71.871,72.024,72.176,72.323,72.462,72.593,72.716,72.837,72.959,..
Aruba,ABW,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Population_ total,SP.POP.TOTL,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22728254,23125868,23490736
Australia,AUS,Rural population,SP.RUR.TOTL,2447376,2452701,2437246,2455345,2475023,2482317,2485328,2496699,2508463,2516093
Australia,AUS,Urban population,SP.URB.TOTL,17947424,18245199,18390354,18793855,19216677,19549433,19854696,20231555,20617405,20974643
Australia,AUS,Labor force_ total,SL.TLF.TOTL.IN,10551287,10804141,10980900,11274322,11508294,11705683,11873332,12037760,12245908,..
Australia,AUS,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,72.1999969482,72.3000030518,72.6999969482,72.8000030518,72.4000015259,72.5,72.4000015259,71.9000015259,71.8000030518,..
Australia,AUS,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,57,57.5999984741,58.2000007629,58.7000007629,58.7999992371,58.7999992371,59,58.7999992371,58.7999992371,..
Australia,AUS,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,64.5,64.9000015259,65.4000015259,65.6999969482,65.5999984741,65.5999984741,65.5999984741,65.3000030518,65.1999969482,..
Australia,AUS,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,83.3,83.5,83.7,83.7,83.9,84,84.2,84.3,84.4,..
Australia,AUS,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,78.5,78.7,79,79.2,79.3,79.5,79.7,79.9,80.1,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10458.4501931865,10490.4362278299,10972.8437265936,10749.0634941551,10791.5469972386,10740.4087283125,10712.163961865,10398.2030471852,..,..
Austria,AUT,Population_ total,SP.POP.TOTL,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479375,8534492
Austria,AUT,Rural population,SP.RUR.TOTL,2811943,2825477,2834153,2842540,2849495,2855935,2865075,2877662,2892824,2908640
Austria,AUT,Urban population,SP.URB.TOTL,5415886,5443164,5461334,5478956,5493828,5507469,5526568,5552329,5586551,5625852
Austria,AUT,Labor force_ total,SL.TLF.TOTL.IN,4071442,4150596,4240397,4275599,4314617,4314610,4351706,4392277,4429888,..
Austria,AUT,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,67.3000030518,67.6999969482,68.8000030518,68.4000015259,68,67.6999969482,67.6999969482,67.6999969482,67.6999969482,..
Austria,AUT,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,51.2000007629,52.0999984741,52.7999992371,53.4000015259,54.0999984741,53.9000015259,54.0999984741,54.5999984741,54.5999984741,..
Austria,AUT,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,58.9000015259,59.5999984741,60.5,60.5999984741,60.7999992371,60.5,60.7000007629,60.9000015259,61,..
Austria,AUT,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,82.2,82.8,83.1,83.3,83.2,83.5,83.8,83.6,83.4,..
Austria,AUT,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,76.6,77.1,77.4,77.7,77.6,77.8,78.3,78.4,78.5,..
Austria,AUT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,7978.0462136488,8223.8423460397,8185.5350987832,8206.6974495932,7977.2771592326,8347.4384353548,8389.6562329928,8507.1265200639,..,..
Azerbaijan,AZE,Population_ total,SP.POP.TOTL,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9537823
Azerbaijan,AZE,Rural population,SP.RUR.TOTL,3995444,4022610,4051232,4119674,4188204,4219228,4254200,4289447,4322312,4353539
Azerbaijan,AZE,Urban population,SP.URB.TOTL,4396406,4461940,4530068,4643726,4759039,4835104,4918882,5006337,5094489,5184284
Azerbaijan,AZE,Labor force_ total,SL.TLF.TOTL.IN,3986191,4077554,4163025,4298314,4460326,4512169,4633526,4749767,4850138,..
Azerbaijan,AZE,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,69.1999969482,68.6999969482,68.1999969482,67.6999969482,68.1999969482,67.4000015259,68.0999984741,68.9000015259,69.5999984741,..
Azerbaijan,AZE,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,59.5999984741,60,60.4000015259,60.9000015259,61.5,61.7999992371,62.2000007629,62.5,62.9000015259,..
Azerbaijan,AZE,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,64.1999969482,64.1999969482,64.0999984741,64.1999969482,64.8000030518,64.5,65,65.5999984741,66.0999984741,..
Azerbaijan,AZE,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,99.6019058228,..,99.7598419189,99.7711410522,99.7786331177,99.7757720947,99.7893600464,99.7889862061
Azerbaijan,AZE,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,71.803,72.305,72.759,73.132,73.415,73.609,73.731,73.819,73.9,..
Azerbaijan,AZE,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,66.208,66.584,66.896,67.14,67.319,67.442,67.523,67.583,67.639,..
Azerbaijan,AZE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2388.3887343077,2552.2862143543,2118.2105275425,2040.7604354474,1620.3874199013,1603.4313740649,1705.4246326371,2052.6509652118,..,..
Bahamas_ The,BHS,Population_ total,SP.POP.TOTL,329243,335801,342259,348587,354780,360830,366711,372388,377841,383054
Bahamas_ The,BHS,Rural population,SP.RUR.TOTL,58342,59323,60279,61205,62104,62968,63786,64546,65246,65881
Bahamas_ The,BHS,Urban population,SP.URB.TOTL,270901,276478,281980,287382,292676,297862,302925,307842,312595,317173
Bahamas_ The,BHS,Labor force_ total,SL.TLF.TOTL.IN,177842,183205,188975,195097,201307,207122,211384,215810,220087,..
Bahamas_ The,BHS,Labor force participation rate_ male (% of male population ages 15+) (modeled ILO estimate),SL.TLF.CACT.MA.ZS,77.8000030518,78.1999969482,78.5999984741,79,79.3000030518,79.3000030518,79.3000030518,79.3000030518,79.3000030518,..
Bahamas_ The,BHS,Labor force participation rate_ female (% of female population ages 15+) (modeled ILO estimate),SL.TLF.CACT.FE.ZS,67.6999969482,68,68.4000015259,68.8000030518,69.0999984741,69.1999969482,69.1999969482,69.3000030518,69.3000030518,..
Bahamas_ The,BHS,Labor force participation rate_ total (% of total population ages 15+) (modeled ILO estimate),SL.TLF.CACT.ZS,72.5999984741,72.9000015259,73.3000030518,73.6999969482,74,74.0999984741,74.0999984741,74.0999984741,74.0999984741,..
Bahamas_ The,BHS,Literacy rate_ adult total (% of people ages 15 and above),SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Bahamas_ The,BHS,Life expectancy at birth_ female (years),SP.DYN.LE00.FE.IN,76.752,76.969,77.169,77.358,77.536,77.705,77.867,78.024,78.178,..
Bahamas_ The,BHS,Life expectancy at birth_ male (years),SP.DYN.LE00.MA.IN,70.674,70.897,71.098,71.285,71.46,71.628,71.791,71.953,72.115,..
Bahamas_ The,BHS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Population_ total,SP.POP.TOTL,867014,940808,1026568,1115777,1196774,1261319,1306014,1333577,1349427,1361930
Bahrain,BHR,Rural population,SP.RUR.TOTL,100574,108955,118661,128671,137629,144610,149212,151774,152931,153639
Bahrain,BHR,Urban population,SP.URB.TOTL,766440,831853,907907,987106,1059145,1116709,1156802,1181803,1196496,1208291
Bahrain,BHR,Labor force_ total,SL.TLF.TOTL.IN,419062,474666,538940,605110,666038,714013,736724,747732,749775,..
