,Country,Value
120,Latin America & Caribbean (all income levels),22.1718144872101
121,Latin America & Caribbean (developing only),21.8614840989399
122,Latvia,20
123,Least developed countries: UN classification,18.5995317099277
124,Lebanon,4.7
125,Lesotho,25
126,Liberia,12.5
127,Libya,7.7
128,Liechtenstein,24
129,Lithuania,17.7
130,Low & middle income,16.989200913242
131,Low income,20.0064445932374
132,Lower middle income,12.7417653026716
133,Luxembourg,23.3
134,"Macao SAR, China",
135,"Macedonia, FYR",31.7
136,Madagascar,7.9
137,Malawi,13
138,Malaysia,10.8
139,Maldives,12
140,Mali,10.2
141,Malta,8.7
142,Marshall Islands,3
143,Mauritania,22.1
144,Mauritius,17.1
145,Mexico,23.2
146,"Micronesia, Fed. Sts.",0
147,Middle East & North Africa (all income levels),8.30806577916993
148,Middle East & North Africa (developing only),8.77397769516729
149,Middle income,16.1015315670245
150,Moldova,21.8
151,Monaco,25
152,Mongolia,4.2
153,Montenegro,11.1
154,Morocco,10.5
155,Mozambique,34.8
156,Myanmar,
157,Namibia,26.9
158,Nepal,33.2
159,Netherlands,41.3
160,New Caledonia,
161,New Zealand,33.6
162,Nicaragua,18.5
163,Niger,12.4
164,Nigeria,7
165,North America,19.114131897712
166,Northern Mariana Islands,
167,Norway,36.1
168,Not classified,
169,OECD members,22.6380524576621
170,Oman,0
171,Other small states,15.177025963808
172,Pacific island small states,
173,Pakistan,22.5
174,Palau,0
175,Panama,16.7
176,Papua New Guinea,0.9
177,Paraguay,12.5
178,Peru,29.2
179,Philippines,20.5
180,Poland,20.2
181,Portugal,28.3
182,Puerto Rico,
183,Qatar,0
184,Romania,11.4
185,Russian Federation,14
186,Rwanda,56.3
187,Samoa,8.2
188,San Marino,15
189,Sao Tome and Principe,7.3
190,Saudi Arabia,0
191,Senegal,22
192,Serbia,21.6
193,Seychelles,23.5
194,Sierra Leone,13.2
195,Singapore,24.5
196,Sint Maarten (Dutch part),
197,Slovak Republic,19.3
198,Slovenia,13.3
199,Small states,13.8755928853755
200,Solomon Islands,0
201,Somalia,8.2
202,South Africa,33
203,South Asia,18.4624732563115
204,South Sudan,
205,Spain,36.3
206,Sri Lanka,5.8
207,St. Kitts and Nevis,6.7
208,St. Lucia,11.1
209,St. Martin (French part),
210,St. Vincent and the Grenadines,18.2
211,Sub-Saharan Africa (all income levels),17.8027297193387
212,Sub-Saharan Africa (developing only),17.9313730603729
213,Sudan,18.1
214,Suriname,25.5
215,Swaziland,13.8
216,Sweden,47
217,Switzerland,28.5
218,Syrian Arab Republic,12.4
219,Tajikistan,17.5
220,Tanzania,30.4
221,Thailand,11.7
222,Timor-Leste,29.2
223,Togo,11.1
224,Tonga,3.1
225,Trinidad and Tobago,26.8
226,Tunisia,22.8
227,Turkey,9.1
228,Turkmenistan,
229,Turks and Caicos Islands,
230,Tuvalu,0
231,Uganda,30.7
232,Ukraine,8.2
233,United Arab Emirates,22.5
234,United Kingdom,19.5
235,United States,17
236,Upper middle income,18.7079580236117
237,Uruguay,12.1
238,Uzbekistan,17.5
239,Vanuatu,3.8
240,"Venezuela, RB",18.6
241,Vietnam,25.8
242,Virgin Islands (U.S.),
243,West Bank and Gaza,
244,World,18.4545486204125
245,"Yemen, Rep.",0.3
246,Zambia,15.2
247,Zimbabwe,15.2
248,,
249,,
250,,
251,Data from database: World Development Indicators,
252,Last Updated: 04/11/2016,
